"Age","Area #","Baths Full","Baths Half","Beds Total","Cooling","County","Current Price","DOM","Elementary School District","Elementary School District Code","Fireplace YN","Foundation","Garage Spaces","Heating","High School District","High School District ID","HOA Exist YN","Latitude","List Price","Listing Date","Longitude","Lot Size","Lot Size Area Min Units","MLS Number","New Construction YN","No Of Stories","Parcel Number","Parking Features","Pool YN","Postal City","Property Sub Type","Property Type","Public Remarks","Roof","Sale Date","Sale Price","Sewer Septic","Sq Ft Total","State","Status","Street Address (Full)","Table","Utilities","Walk Score","Water","Year Built","Zip Code","Zoning"
"30","9","2","0","2","Central Forced Air","Santa Clara","$650,000","7","San Jose Unified","482","No","Concrete Perimeter and Slab","2","Central Forced Air - Gas","San Jose Unified","482","Yes","37.328679","$650,000","03/31/2017","-121.897059","1,742","Sqft","ML81644831","No","1","259-50-082","Assigned","No","San Jose","Res. Condominium","Residential","This is a great two bedroom, two bathroom Condo in Down Town San Jose, walking distance to train station hub, light rail, Sharks arena, parks and entertainment.  condo has many new upgrades in progress.  unit located on the third floor, vaulted ceilings, new windows, new paint.  This unit comes with two secured parking spaces.","Composition","","","Sewer - Public","1,013","California","Active","411 Park AVE 302","Residential","Individual Electric Meters, Master Meter, Public","84","Public","1987","95110","R1B6"
"9","9","1","0","1","Central Forced Air","Santa Clara","$650,000","2","San Jose Unified","482","No","Other","1","Central Forced Air","San Jose Unified","482","Yes","37.335104","$650,000","04/05/2017","-121.887174","279","Sqft","ML81645549","No","1","467-64-142","Assigned, Common Parking Area","Yes","San Jose","Res. Condominium","Residential","This is home! Dynamic 15th floor home with a spectacular north-facing panoramic view of downtown and the foothills. This gorgeous 1 bedroom, 1 bath home features beautiful hardwood floors and a gourmet kitchen with cherry cabinets, granite counters, upgraded backsplash, and a Bosch gas range. Home chefs will love the gas range. The spacious bedroom is complete with a fantastic view and 2 large closets. The 88 is centrally located in Downtown San Jose and is one of the premier luxury high-rises. The community features 5-star amenities including concierge service, fitness center, entertainment lounge with a full kitchen and big screen TV, lap pool, hot tub, and outdoor dining and lounge area. You will also love the incredible skyline observation terrace that offers penthouse views from the 21st floor, where you can relax and take in the breathtaking views. Location offers easy access to restaurants, and entertainment as well as highways 87 and 280.","Other","","","Sewer - Public","899","California","Active","88 E San Fernando ST 1509","Residential","Public","96","Public","2008","95113","DC"
"49","410","2","0","2","None","San Mateo","$650,000","140","San Mateo-Foster City Elementary","938","Yes","Concrete Perimeter","1","Central Forced Air - Gas","San Mateo Union High","939","Yes","37.563509","$650,000","04/06/2017","-122.285947","17,087","Sqft","ML81645617","No","1","105-120-160","Assigned, Common Parking Area, Covered Parking, Off-Street Parking","Yes","San Mateo","Res. Condominium","Residential","Wonderful top floor corner condo in San Mateo. Buyers value includes: 2 Bedrooms, 2 Bathrooms, formal entry, kitchen with quartz countertops, living room with fireplace, dining room with pleasant tree top view, master bedroom with walk in closet, wrap-around deck. HOA dues includes:  2 pools, fitness center, sauna, clubhouse, BBQ area, boat storage and much more...","Tar and Gravel","","","Sewer - Public, Sewer Connected","1,001","California","Active","710 Mariners Island BLVD 204","Residential","Public","54","Public","1968","94404","RM00R2"
"10","9","2","0","2","Central Forced Air","Santa Clara","$650,000","1","San Jose Unified","482","No","Other","2","Central Forced Air","San Jose Unified","482","Yes","37.336335","$650,000","04/06/2017","-121.889066","1,170","Sqft","ML81645681","No","1","467-63-045","Assigned, Tandem Parking, Underground Parking","No","San Jose","Res. Condominium","Residential","Beautiful spacious and clean 2 bd 2 ba condo home in vibrant San Jose downtown. Interior features include new hardwood floors and carpet, granite countertops in kitchen and bathrooms. GE stainless appliances . Unit comes with brand new washer and dryer and refrigerator. 2 car tandem parking in secured parking garage. Residents will enjoy The Globe's modern style tree lined walkways, landscaped courtyards and an onsite Fitness Center. Condo is close to VTA , Light Rail, Public transit. Easy access to freeways and all activities in the downtown area.","Other","","","Sewer Connected","1,170","California","Active","20 S 2nd ST 329","Residential","Individual Electric Meters","97","Public","2007","95113","DC"
"38","4","2","0","3","None","Santa Clara","$649,999","3","Alum Rock Union Elementary","451","Yes","Concrete Perimeter","2","Central Forced Air - Gas","East Side Union High","474","No","37.355744","$649,999","04/04/2017","-121.824311","5,000","Sqft","ML81645330","No","1","484-47-036","Attached","No","San Jose","Res. Single Family","Residential","Absolutely Stunning!! Great Location, Perfect For First time Buyers or Investors. Don't let this one Pass You by!! Go And Show!!","Composition, Shingle","","","Sewer Connected","1,194","California","Active","2899 Granite Creek PL ","Residential","Public","68","Public","1979","95127","R1-8P"
"49","1","2","1","3","Central Forced Air","Santa Clara","$649,900","8","Gilroy Unified","478","Yes","Concrete Perimeter","2","Central Forced Air","Gilroy Unified","478","No","37.006696","$649,900","03/30/2017","-121.596030","8,400","Sqft","ML81644600","No","1","808-04-031","Attached","Yes","Gilroy","Res. Single Family","Residential","Nice single-story home in desirable Gilroy location. Very functional 3-bedroom floor plan with separate family room and formal dining area, as well as a large living room. The home sits on an 8,400 sf lot and has a covered patio and pool, as well as a large, private front courtyard. Very nice location with easy access to shopping and restaurants.","Tile","04/07/2017","","Sewer - Public","1,867","California","Contingent","7571 Kentwood CT ","Residential","Public","35","Public","1968","95020","R1"
"3","1","2","1","4","Central Forced Air","Santa Clara","$649,900","4","Gilroy Unified","478","Yes","Concrete Slab","2","Central Forced Air","Gilroy Unified","478","Yes","36.991134","$649,900","04/03/2017","-121.564805","3,672","Sqft","ML81645192","No","","808-48-027","Attached","No","Gilroy","Res. Single Family","Residential","Come make this beautiful home yours! A beautiful 4 bed, 2.5 bath home located in one of Gilroy's newer communities. This home has a large open concept floor plan, large kitchen with gorgeous granite countertops. Plenty of windows brighten up this home with tons of natural light. Stainless steel appliances and tons of cabinet space. Kitchen opens up to the dining room and family room which is great for entertaining. Loft upstairs, laundry room is conveniently located upstairs. Step into a large master ensuite and large master closet. Enjoy the many amenities this community has to offer, bocce ball courts, barbeque grills, playground.","Tile","","","Sewer - Public","2,071","California","Active","109 Lusitano WAY ","Residential","Public","34","Public","2014","95020","A-20A"
"55","6","2","0","3","Ceiling Fan","Santa Clara","$649,888","8","Milpitas Unified","479","Yes","Concrete Slab","2","Wall Furnace","Milpitas Unified","479","No","37.430227","$649,888","03/28/2017","-121.874788","6,540","Sqft","ML81644251","No","1","088-12-041","Attached, Gate/Door Opener, Room for Oversized Vehicle","No","Milpitas","Res. Single Family","Residential","Wonderful established neighborhood; Ready for your TLC; Located at the corner of a Cul-de-sac which opens onto Foothills Park, just 4 houses away. On the other side of the park are both Rose Elementary School and Child Development Center. Lovely view of the hills from your living room. Easy access to Bus 46 which goes between the Great Mall/Main Transit Center to Milpitas High School -- bus stop is within 2 blocks. Excellent Milpitas Schools. New water heater and kitchen faucet have been installed. No showings. All offers need to be made subject to inspection. Prefer cash or high down payment offers. Offer deadline April 3rd at 10 a.m.","Composition","04/05/2017","","Sewer - Public","1,240","California","Pending","1641 Edsel DR ","Residential","Public","27","Public","1962","95035","R16"
"42","11","2","1","4","None","Santa Clara","$649,888","6","Franklin-McKinley Elementary","457","No","Concrete Slab","2","Central Forced Air","East Side Union High","474","No","37.298304","$649,888","03/30/2017","-121.834485","9,600","Sqft","ML81644481","No","2","497-49-044","Attached, On Street, Room for Oversized Vehicle","No","San Jose","Res. Single Family","Residential","Immaculate San Jose home has been tastefully updated with all the modern amenities including updated kitchen with beech wood cabinets, granite countertops, full backsplash & stainless steel appliances. Bathrooms feature refinished vanity with new brush nickel faucets, re-glazed tile countertops and bath/shower surround with glass enclosure and new porcelain tile floors. Bamboo flooring downstairs, Berber carpets upstairs, 3 1/4 baseboard molding throughout, dual pane windows, central heat, copper plumbing and composition shingle roof.  Unique features include extra large lot (enough space to accommodate a boat or RV parking or in-law unit),  wide driveway for additional parking, plantation shutters throughout, crown molding in bedrooms and water softener.  Conveniently located near shops & restaurants (The Plant Shopping Center), Happy Hollow Park & Zoo and minutes away from highways 87, 280 and 101.","Composition","04/05/2017","","Sewer - Public","1,742","California","Pending","693 Santee River CT ","Residential","Public","60","Public","1975","95111","R1-8"
"45","350","1","0","1","None","San Mateo","$649,000","12","San Carlos Elementary","937","Yes","Concrete Perimeter, Concrete Slab","0","Central Forced Air","Sequoia Union High","940","Yes","37.481089","$649,000","03/20/2017","-122.282246","69,830","Sqft","ML81643055","No","1","110-820-230","Carport, Common Parking Area, Covered Parking, Lighted Parking Area","Yes","San Carlos","Res. Condominium","Residential","Welcome to this great top floor condo in Brittan Heights. Vaulted ceilings in LR, DR, Kitchen & bedroom. Bamboo flooring, Carpet in Bedroom.  Updated a few years ago.  Shows well.  Laundry in unit.  Electric fireplace in LR.  Deck for entertaining.  Views of Skyline.  Complex features swimming pools, tennis courts, Clubhouse and walking trails.  Close to 280","Composition","03/31/2017","","Sewer Connected","741","California","Pending","3299 La Mesa DR 10","Residential","Individual Electric Meters","13","Public","1972","94070","RM00PC"
"41","305","1","0","1","Central Forced Air","San Mateo","$649,000","17","Menlo Park City Elementary","931","No","Concrete Slab","1","Central Forced Air","Sequoia Union High","940","Yes","37.449976","$649,000","03/20/2017","-122.172932","90,377","Sqft","ML81643066","No","1","110-990-060","Covered Parking","Yes","Menlo Park","Res. Condominium","Residential","Welcome to Willow West Condominiums located in the desirable Linfield Oaks neighborhood centrally located within walking distance to Downtown Menlo Park and Palo Alto.  Single level unit located on the 2nd floor with spacious floor plan, Large living room with adjoining dining area, Kitchen with white cabinetry, flat surface range and oven and microwave, Spacious bedroom with walk in closet, Elevator in the building,Community Laundry room on 2nd floor, Gated complex with deeded parking","Composition","04/05/2017","","Sewer - Public","898","California","Pending","21 Willow RD 26","Residential","Public","66","Public","1976","94025","RM0R3X"
"17","1","2","1","4","Ceiling Fan, Central Forced Air","Santa Clara","$649,000","8","Gilroy Unified","478","Yes","Concrete Slab","2","Central Forced Air","Gilroy Unified","478","No","36.987034","$649,000","03/29/2017","-121.578171","5,200","Sqft","ML81644343","No","2","808-41-020","Attached","No","Gilroy","Res. Single Family","Residential","This impeccably located  home occupies over 2000 sq. ft. on a 5200 sq. ft. lot. County records show 4 bedrooms 2.5 baths, the 4th bedroom is a builders loft option. The flexible open floorplan floods with abundant light from extensive picture windows. The family room is anchored by a classic fireplace, while the adjoining dining area is easily accessed. Warm soffit lighting and huge picture windows create ambiance.  Recent upgrades give the home charm and vitality and includes a lavish master suite and engineered hardwood floors. Easy backyard access encourages guests to spill out into the private backyard which hosts a kid-friendly playground with plenty of room for seating. Blossoming fruit trees and incredible mountain views give the feeling of a backyard sanctuary.","Composition","04/05/2017","","Sewer - Public","2,044","California","Pending","950 Wildgrass CT ","Residential","Public","2","Public","2000","95020","R1"
"29","1","2","0","3","Central Forced Air","Santa Clara","$649,000","4","Gilroy Unified","478","Yes","Concrete Slab","3","Central Forced Air","Gilroy Unified","478","No","37.030830","$649,000","04/03/2017","-121.607985","6,820","Sqft","ML81645129","No","1","783-42-041","Attached, Drive Through","No","Gilroy","Res. Single Family","Residential","Charming One Story in Gilroy's Luigi Aprea School District. On a quiet cul de sac surrounded by well maintained homes. Very open floor plan with high vaulted ceilings and tons of natural light. Beautiful backyard with gorgeous cherry trees, slate walkways and paver patio. The three car garage futures a extra door that opens to the backyard allowing you to drive through from the front driveway. This one won't last long!!!","Concrete, Tile","","","Sewer - Public","1,739","California","Active","1430 Falcon CT ","Residential","Public","14","Public","1988","95020","R1"
"53","3","2","0","4","None","Santa Clara","$649,000","4","Evergreen Elementary","456","No","Concrete Perimeter","1","Wall Furnace","East Side Union High","474","No","37.322194","$649,000","04/03/2017","-121.816954","5,000","Sqft","ML81645214","No","2","670-26-005","Attached","No","San Jose","Res. Single Family","Residential","2 Story house with 4 bedrooms , 2 bathrooms and large backyard. Easy to show!  Great potential, ideal for larger family or first time homebuyers  and or great for rental investment. Huge lot with plenty of room for entertainment and for kids to play. Conveniently located near the expressway and freeways (101 & 680) walking distance to shopping, movie theaters, school, and transit station. Home features remodeled kitchen with maple cabinet and granite counter tops with newer appliances.  Do not disturb tenant please! Thank you!","Composition","","","Sewer - Public","1,232","California","Active","2039 Rigoletto DR ","Residential","Public","75","Public","1964","95122","R1"
"45","19","1","0","2","None","Santa Clara","$649,000","3","Sunnyvale","470","No","Concrete Perimeter and Slab","0","Central Forced Air","Fremont Union High","475","Yes","37.393175","$649,000","04/04/2017","-122.013773","960","Sqft","ML81645266","No","1","204-10-085","Assigned, Carport","Yes","Sunnyvale","Res. Condominium","Residential","Stunning Sunnyvale home ready for you to move in ! This open floor plan with lots of natural light .New remodeled kitchen ,It's features include new oven/range, new kitchen cabinetry with laminate counter top ,installing new dishwasher.Removed popcorn ceiling, new laminate floors through out, sliding door lead to private balcony, New interior paint.New remodeled Full Bathroom with tile floor. Playground for kids & BBQ area. One car carport with private/secure storage area plus 1 parking permit. This gem is conveniently located minutes to Apple's upcoming ""Central & Wolfe"" campus, Nearby Tech companies too .Near freeways & stores.","Composition","","","Sewer Connected","926","California","Active","795 N Fair Oaks AVE 2","Residential","Public","56","Public","1972","94085","R3PD"
"49","2","1","1","2","Central Forced Air","Santa Clara","$649,000","3","Oak Grove Elementary","467","Yes","Concrete Perimeter","2","Central Forced Air","East Side Union High","474","No","37.228033","$649,000","04/04/2017","-121.797920","6,100","Sqft","ML81645304","No","1","704-14-004","Attached","No","San Jose","Res. Single Family","Residential","Rare turn key single story 2 bedroom, 1 1/2 half bath  single family home with attached 2 car garage near the Santa Teresa foothills.  Freshly painted inside and out, new carpet, master bedroom walk in closet, new front yard sod lawn close to biking or walking trails.  Large back yard with shade tree and patio ready for summer bbq's and entertaining.  This is a perfect starter home or for someone who may want to downsize.","Composition","","","Sewer Connected, Sewer in Street","1,076","California","Active","323 Curie DR ","Residential","Public","25","Public","1968","95119","R1B6"
"46","19","1","0","2","None","Santa Clara","$649,000","2","Santa Clara Unified","483","No","Concrete Slab","0","Central Forced Air","Santa Clara Unified","483","Yes","37.370800","$649,000","04/05/2017","-122.008800","","","ML81645469","No","","213-49-001","Assigned, Attached, Covered Parking, Guest / Visitor Parking, Off-Street Parking","Yes","Sunnyvale","Res. Condominium","Residential","!!! Location !!! !!! Location !!! !!! Location !!! Can't get any better. Wonderful single level 2br/1ba condo. Single Level. Feels like a single family home with a front private patio. Granite counters. Laminate floors in Living & Dining area. Bedrooms are carpeted. New interior paint.","Composition","","","Sewer - Public","926","California","Active","236 E Red Oak Drive #S ","Residential","Other ","","Public","1971","94086","R3PD"
"52","3","2","1","4","None","Santa Clara","$649,000","1","Evergreen Elementary","456","Yes","Combination, Concrete Perimeter, Concrete Slab","2","Central Forced Air","East Side Union High","474","No","37.324362","$649,000","04/06/2017","-121.825819","5,768","Sqft","ML81645810","No","1","491-28-105","Attached","No","San Jose","Res. Single Family","Residential","Upgraded 4 bedroom, 2.5 bath home. Features include; remodeled kitchen with stainless steel appliances, wood laminate flooring, dual pane windows, fireplace, 2 car garage with laundry hook up area, remodeled bathrooms, fenced front yard, and fresh paint throughout the interior. Stop by the open house this weekend!","Composition","","","Sewer - Public","1,767","California","Active","2341 Palmira WAY ","Residential","Public","77","Public","1965","95122","R1-8"
"47","200","1","0","1","None","Santa Clara","$645,000","40","Mountain View Whisman","465","Yes","Concrete Slab","0","Electric","Mountain View-Los Altos Union High","477","Yes","37.398911","$645,000","03/16/2017","-122.065936","1,911","Sqft","ML81642653","No","1","160-24-023","Carport, Uncovered Parking","Yes","Mountain View","Res. Condominium","Residential","Beautiful community. Bright and cozy living room with custom surrounded fireplace & wet bar with wine cooler. Upgraded Kitchen & Bath with tile floor, spacious bedroom. Deck overlooks greenbelt, fountains & pool. Fantastic location near Google, Minutes to downtown area, public transportation, park, and Stevens Creek trails. Great opportunity to move in Mt View Triangle!","Composition","04/04/2017","","Sewer - Public","837","California","Contingent","50 E Middlefield RD 23","Residential","Public","48","Public","1970","94043","R3-2*"
"7","11","2","1","3","Central Forced Air","Santa Clara","$645,000","6","Franklin-McKinley Elementary","457","No","Concrete Slab","2","Central Forced Air","East Side Union High","474","Yes","37.295080","$645,000","03/30/2017","-121.845497","1,279","Sqft","ML81644652","No","3","497-62-049","Attached, Gate/Door Opener, Parking Area","No","San Jose","Res. Townhouse","Residential","Must See this Breathtaking 5 Year New Townhouse with Gorgeous Upgrades. 3 Bedrooms and 2 1/2 Bath with Convenient 2 car garage With Lots Of Storage. This townhouse has a wonderful Living Room with High Ceilings, Then You Enter the Spacious Family Room and Kitchen Combo with Granite Counter Tops, Back Splash In Kitchen, Gas Stove, Stainless Steel Appliances, Water Softener, Ice Maker, Laminate Floors, Cozy Carpet, Tile Floors in Baths, Ceiling fans, Recessed Lighting and Dual Pane Windows. Spacious Master Bath with Twin Sinks, Tub and Shower, Master Walk In Closet, Upstairs Laundry, Patio Porch with Barbecue Area. Much More to See. Open This Saturday and Sunday from 1:30 to 4:30. Must See to Appreciate All.","Tile","04/05/2017","","Sewer - Public","1,629","California","Contingent","2763 Lavender TER ","Residential","Public","46","Public","2010","95111","APD"
"45","8","2","0","3","Central Forced Air, Window/Wall Unit","Santa Clara","$645,000","4","Santa Clara Unified","483","No","Concrete Perimeter and Slab","0","Central Forced Air","Santa Clara Unified","483","Yes","37.368143","$645,000","04/03/2017","-121.974111","1,832","Sqft","ML81645184","No","1","216-57-001","Carport","Yes","Santa Clara","Res. Condominium","Residential","Fabulous Location ( Close proximity to trails,parks and Public Transportation) and Santa Clara Utilities to the Complex Includes Pool, Club House,Garbage & Water ) Do not Miss this Fully Remodeled Ground Floor CONDO  3 Bed Room / 2 Full Bath Rooms with Granite counter tops , new Laminated Floors, Paint , Extra Storage in Closets , Dryer /washer , Refrigerator included, Concrete Floored Beautiful Backyard , Lot of Green Space On the Front and sides ,Additional Storage space in Back yard and Lot More .","Tile","","","Sewer - Public","974","California","Active","2601 Cortez DR 1101","Residential","Public","30","Public","1972","95051","AER3"
"2","1","2","1","3","Central Forced Air, Multi-Zone","Santa Clara","$645,000","2","Gilroy Unified","478","No","Concrete Perimeter and Slab","2","Central Forced Air","Gilroy Unified","478","Yes","36.990957","$645,000","04/05/2017","-121.562870","2,695","Sqft","ML81645408","No","2","808-49-014","Attached","No","Gilroy","Res. Single Family","Residential","Here is your dream home! Almost brand new, with 3 bedrooms 2.5 bathrooms and extra loft. Look at this gourmet kitchen with granite counter tops, stainless steel appliances, plenty of cabinet space and a pantry. The house has lots of light and 9 foot vaulted ceilings.  Walk into a master bedroom suite that you were dreaming of.  Look at that walk in closet it has space for everything.  Loft upstairs perfect for a family room or office. Dual zone AC/heater. Low maintenance yard . Close to the park and easy access to freeways. Washer and dryer included.  This home has approximately 8 years left on KB homes builder warranty.","Composition","","","Sewer - Public","2,028","California","Active","23 Lusitano WAY ","Residential","Public","35","Public","2015","95020","A-20A"
"51","1","2","1","4","Ceiling Fan, Central Forced Air","Santa Clara","$643,000","30","Gilroy Unified","478","Yes","Concrete Perimeter, Crawl Space","2","Central Forced Air","Gilroy Unified","478","No","37.021724","$639,000","11/23/2016","-121.587904","6,500","Sqft","ML81632544","No","2","790-19-040","Attached","No","Gilroy","Res. Single Family","Residential","Magnificent! Come home to this beautifully upgraded solar home. You will be saving big time on energy costs. Has prepaid lease on system. Walk to Las Animas park. Close to shopping.  This is a turn key home and won't be on the market long!","Composition","02/22/2017","$643,000","Sewer - Public, Sewer Connected, Sewer in Street","1,924","California","Sold","770 Maria WAY ","Residential","Public, Solar","42","Public","1965","95020","R1"
"2","1","2","1","3","Central Forced Air","Santa Clara","$639,900","25","Gilroy Unified","478","No","Concrete Slab","2","Central Forced Air - Gas","Gilroy Unified","478","Yes","36.990087","$639,900","03/13/2017","-121.563418","3,726","Sqft","ML81642093","No","2","808-49-041","Attached, Guest / Visitor Parking","No","Gilroy","Res. Single Family","Residential","Gorgeous 3 bedrooms & 2.5 bath with additional loft on 2nd floor located immaculate & brand new safe community.  Bright & Open floor plan with 9 foot ceilings and large kitchen with island bar. Certified energy efficient home with dual zoned heating & AC. Laundry room located in 2nd floor. Low maintenance yard and Close to the freeway for easy access.","Tile","","","Sewer - Public","2,071","California","Active","32 Caspian WAY ","Residential","Public","7","Public","2015","95020","R-1"
"55","11","1","0","3","Central Forced Air - Gas","Santa Clara","$635,000","11","Oak Grove Elementary","467","No","Concrete Perimeter, Crawl Space, Wood Frame","2","Central Forced Air - Gas","East Side Union High","474","No","37.273214","$625,950","03/01/2017","-121.805528","5,500","Sqft","ML81640680","No","1","684-21-008","Attached","No","San Jose","Res. Single Family","Residential","charming 3 bedroom 1 bath home in an established neighborhood that is walking distance to elementary school. Home features include hardwood flooring throughout home, central A/C and heating, granite counter tops, travertine back splash,copper pipping, solid core bedroom doors with matching closet and linen doors. The Home also features crown molding, dual pane windows and in wall speakers for surround sound. HOUSE SOLD AS IS CONDITION. ALL OFFER WILL BE PRESENTED ON WEDNESDAY NIGHT. HURRY THIS PROPERTY WILL NOT LAST LONG ON THE MARKET. LISTING AGENT IS RELATED TO THE SELLERS.","Composition","03/12/2017","$635,000","Sewer Connected","1,104","California","Sold","640 Blom DR ","Residential","Individual Electric Meters, Individual Gas Meters","14","Private Co-op","1962","95111","R1-8"
"4","27","2","1","3","None","Alameda","$635,000","7","Hayward Unified","1,368","No","Concrete Slab","2","Central Forced Air - Gas","Hayward Unified","1,368","Yes","37.661144","$580,000","03/03/2017","-122.090395","","","ML81640907","No","3","431-0118-227","Attached","No","Hayward","Res. Condominium","Residential","Welcome to the most desirable floor plan in The Grove! The minute you step into this spacious 3 bedroom town home style home you will appreciate the many attributes of the design.  From the 9 foot ceilings, beautiful flooring, open floor plan, bedrooms on a separate floor, den/office/playroom located away from the Great Room and bedrooms, side-by-side parking for two cars in the attached garage, neighborhood parks, and low HOA dues.  This is the best of today's planning that accommodates family living and entertaining. Do you enjoy San Francisco? It's only 25 miles away with easy access to freeways, BART, and Amtrak.","Concrete","03/10/2017","$635,000","Sewer Connected","1,809","California","Sold","1265 George CIR ","Residential","Public","76","Public","2013","94541","Residential"
"39","1","2","0","3","Ceiling Fan","Santa Clara","$635,000","7","Gilroy Unified","478","Yes","Concrete Perimeter","2","Central Forced Air - Gas","Gilroy Unified","478","Yes","37.015468","$635,000","03/31/2017","-121.593249","10,030","Sqft","ML81644858","No","1","790-41-032","Attached, Off-Street Parking","No","Gilroy","Res. Single Family","Residential","Beautifully Updated Single Level 3Bed 2Bath Home on a Huge Lot FEELS BRAND NEW! Recent Upgrades include New Shaker Style Kitchen Cabinets, Granite Counters, Recessed Lights, Stainless Steel Appliances & Dual Pane Windows. Enjoy the Updated Bathrooms, Fresh Interior & Exterior Paint, New Carpet, Laminate Floors & Lighting. Largest Lot (10,000+ SF) in Mira Loma HOA provides excellent Indoor Outdoor Living. Low HOA dues include Pool, Cabana, Tennis, Playground & Open Space. Close to Everything- Show & Sell!","Composition","","","Sewer Connected","1,534","California","Active","1045 Buttercup LN ","Residential","Public","64","Public","1978","95020","Residential"
"46","2","2","1","3","Central Forced Air","Santa Clara","$632,000","11","Morgan Hill Unified","480","No","Concrete Slab","2","Central Forced Air","Morgan Hill Unified","480","Yes","37.224837","$608,000","02/28/2017","-121.778297","2,112","Sqft","ML81640481","No","2","708-06-022","Covered Parking, Detached, Gate/Door Opener","No","San Jose","Res. Townhouse","Residential","Stunning hillside Santa Teresa townhouse with tons of space and cute backyard.  Enjoy the bright and airy feel as soon as you walk through the double doors.  Remodeled throughout & ready to move in!  Enjoy the large open kitchen recently updated with new cabinetry, granite counter tops, large center island, and spacious pantry.  3 spacious bedrooms, with huge walk-in closet in Master and built-in organizers in guest bedroom.  All bathrooms remodeled with granite counters, new vanities and showers.  Bright open floor plan with inside laundry, newer flooring, and crown molding.  Newer energy efficient double-paned windows and furnace.  Central A/C.  HOA recently replaced roof and repainted exterior. Close to everything you need- freeways, groceries, restaurants, shopping, Light Rail, Caltrain, and library.  Parklike setting, walking distance to Santa Teresa Park & Golf Club, with beautiful trails and views.","Composition","03/10/2017","$632,000","Sewer - Public","1,656","California","Sold","219 Incline WAY ","Residential","Individual Electric Meters, Individual Gas Meters, Public","53","Public","1971","95139","R1-5P"
"112","9","1","0","2","None","Santa Clara","$630,000","10","San Jose Unified","482","No","Crawl Space","1","Wall Furnace","San Jose Unified","482","No","37.340547","$565,000","02/27/2017","-121.863974","5,265","Sqft","ML81640257","No","1","467-36-060","Off-Street Parking","No","San Jose","Res. Single Family","Residential","Beautiful home close to schools, quiet neighborhood, corner lot.","Shingle","03/09/2017","$630,000","Sewer - Public","1,068","California","Sold","1051 E William ST ","Residential","Public","59","Public","1905","95116","M1"
"36","3","2","0","2","Central Forced Air, Whole House Fan","Santa Clara","$630,000","28","Evergreen Elementary","456","Yes","Concrete Perimeter and Slab, Concrete Slab","1","Central Forced Air - Gas","East Side Union High","474","Yes","37.290796","$630,000","03/06/2017","-121.746863","3,168","Sqft","ML81641216","No","1","665-50-044","Attached, Carport, Covered Parking, Gate/Door Opener","Yes","San Jose","Res. Condominium","Residential","Nice Floor plan with a lovely View of Pond & Fountain* French Doors at Dining Room lead to Large Front Courtyard*1588sf Living Space+ Enclosed Finished Patio w/ Ceiling Fan and Built-in Bookcase* 5 Sets of Sliding Doors*Spacious Family Room/Kitchen*Nice Finishes*Wood-like floors*Pantry*Lots of Cabinets*SS Cooktop & Fan, Double Ovens*AC*Microwave*Separate Craft Room*Inside Laundry*Washer/Dryer*Plantation Shutters in Kitchen*Updated Window Coverings*Pet Friendly*Attached 1 car Garage plus Carport*Double Sinks in Master Bath*Double Size Shower w/ Built-in Bench*Roomy Guest Bedroom*Very Nice* VILLAGES GOLF & COUNTRY CLUB*1 PERSON TO BE 55+ YRS*ACTIVE ADULT COMMUNITY* TENNIS*GOLF*4 POOLS AND MUCH MORE...","Composition","03/31/2017","","Sewer - Public","1,588","California","Contingent","7243 Via Mimosa ","Residential","Individual Electric Meters, Individual Gas Meters, Public","11","Water On Site","1981","95135","R1-1P"
"58","4","1","0","4","Ceiling Fan","Santa Clara","$630,000","4","Alum Rock Union Elementary","451","No","Concrete Slab","1","Gas","East Side Union High","474","No","37.336254","$630,000","04/03/2017","-121.837547","5,400","Sqft","ML81645139","No","1","486-12-067","On Street","No","San Jose","Res. Single Family","Residential","Great home, 4 bedrooms, and 1 bath. 1,420 sq. ft. with 5,400 sf. Garage converted to a living space with permits. Move-in condition. Great for a family or investors. Property is sold in its As Is condition. Easy access to Hwy. 101 and 280.","Composition","","","Sewer - Public","1,428","California","Active","1401 Chiplay DR ","Residential","Public","67","Public","1959","95122","R1-8"
"52","4","2","0","4","None","Santa Clara","$630,000","0","Alum Rock Union Elementary","451","No","Concrete Perimeter","2","Wall Furnace","East Side Union High","474","No","37.343594","$630,000","04/05/2017","-121.832214","5,150","Sqft","ML81645510","No","1","486-37-062","On Street","No","San Jose","Res. Single Family","Residential","Another Fine Home in zone 4 Alum Rock area the hottest with 4 bedrooms 2 full baths, new window in the front only, nice hardwood floors, 2 car garage with the converted small baths without permit, composition shingles.","Composition, Shake","04/05/2017","","Sewer Connections - LESS than 500 feet","1,200","California","Contingent","1269 Adrian WAY ","Residential","Public","55","Public","1965","95122","R1-8"
